Country,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Korea,2025-02-13 04:00:00,2025-02-13 04:00:00,101600.0
Korea,2025-02-13 05:00:00,2025-02-13 05:00:00,111240.0
Korea,2025-02-13 06:00:00,2025-02-13 06:00:00,112610.0
Korea,2025-02-13 07:00:00,2025-02-13 07:00:00,132810.0
Korea,2025-02-13 08:00:00,2025-02-13 08:00:00,136010.0
Korea,2025-02-13 09:00:00,2025-02-13 09:00:00,136000.0
Korea,2025-02-13 10:00:00,2025-02-13 10:00:00,146770.0
Korea,2025-02-13 11:00:00,2025-02-13 11:00:00,139350.0
Korea,2025-02-13 12:00:00,2025-02-13 12:00:00,131120.0
Korea,2025-02-13 13:00:00,2025-02-13 13:00:00,132150.0
Korea,2025-02-13 14:00:00,2025-02-13 14:00:00,132150.0
Korea,2025-02-13 15:00:00,2025-02-13 15:00:00,131370.0
Korea,2025-02-13 16:00:00,2025-02-13 16:00:00,140030.0
Korea,2025-02-13 17:00:00,2025-02-13 17:00:00,131120.0
Korea,2025-02-13 18:00:00,2025-02-13 18:00:00,132230.0
Korea,2025-02-13 19:00:00,2025-02-13 19:00:00,132230.0
Korea,2025-02-13 20:00:00,2025-02-13 20:00:00,130150.0
Korea,2025-02-13 21:00:00,2025-02-13 21:00:00,125750.0
Korea,2025-02-13 22:00:00,2025-02-13 22:00:00,122780.0
Korea,2025-02-13 23:00:00,2025-02-13 23:00:00,114040.0
Korea,2025-02-14 00:00:00,2025-02-14 00:00:00,108130.0
Korea,2025-02-14 01:00:00,2025-02-14 01:00:00,98480.0
Korea,2025-02-14 02:00:00,2025-02-14 02:00:00,98070.0
Korea,2025-02-14 03:00:00,2025-02-14 03:00:00,82540.0
Korea,2025-02-14 04:00:00,2025-02-14 04:00:00,97730.0
Korea,2025-02-14 05:00:00,2025-02-14 05:00:00,102150.0
Korea,2025-02-14 06:00:00,2025-02-14 06:00:00,104030.0
Korea,2025-02-14 07:00:00,2025-02-14 07:00:00,132780.0
Korea,2025-02-14 08:00:00,2025-02-14 08:00:00,132790.0
Korea,2025-02-14 09:00:00,2025-02-14 09:00:00,146680.0
Korea,2025-02-14 10:00:00,2025-02-14 10:00:00,143920.0
Korea,2025-02-14 11:00:00,2025-02-14 11:00:00,132570.0
Korea,2025-02-14 12:00:00,2025-02-14 12:00:00,131300.0
Korea,2025-02-14 13:00:00,2025-02-14 13:00:00,132800.0
Korea,2025-02-14 14:00:00,2025-02-14 14:00:00,131990.0
Korea,2025-02-14 15:00:00,2025-02-14 15:00:00,131990.0
Korea,2025-02-14 16:00:00,2025-02-14 16:00:00,132570.0
Korea,2025-02-14 17:00:00,2025-02-14 17:00:00,133420.0
Korea,2025-02-14 18:00:00,2025-02-14 18:00:00,126810.0
Korea,2025-02-14 19:00:00,2025-02-14 19:00:00,126240.0
Korea,2025-02-14 20:00:00,2025-02-14 20:00:00,114490.0
Korea,2025-02-14 21:00:00,2025-02-14 21:00:00,113090.0
Korea,2025-02-14 22:00:00,2025-02-14 22:00:00,112880.0
Korea,2025-02-14 23:00:00,2025-02-14 23:00:00,103850.0
Korea,2025-02-15 00:00:00,2025-02-15 00:00:00,122150.0
Korea,2025-02-15 01:00:00,2025-02-15 01:00:00,101690.0
Korea,2025-02-15 02:00:00,2025-02-15 02:00:00,99220.0
Korea,2025-02-15 03:00:00,2025-02-15 03:00:00,99090.0
Korea,2025-02-15 04:00:00,2025-02-15 04:00:00,99220.0
Korea,2025-02-15 05:00:00,2025-02-15 05:00:00,101800.0
Korea,2025-02-15 06:00:00,2025-02-15 06:00:00,102540.0
Korea,2025-02-15 07:00:00,2025-02-15 07:00:00,115650.0
Korea,2025-02-15 08:00:00,2025-02-15 08:00:00,116850.0
Korea,2025-02-15 09:00:00,2025-02-15 09:00:00,141550.0
Korea,2025-02-15 10:00:00,2025-02-15 10:00:00,150580.0
Korea,2025-02-15 11:00:00,2025-02-15 11:00:00,148170.0
Korea,2025-02-15 12:00:00,2025-02-15 12:00:00,132520.0
Korea,2025-02-15 13:00:00,2025-02-15 13:00:00,132500.0
Korea,2025-02-15 14:00:00,2025-02-15 14:00:00,132510.0
Korea,2025-02-15 15:00:00,2025-02-15 15:00:00,123960.0
Korea,2025-02-15 16:00:00,2025-02-15 16:00:00,123960.0
Korea,2025-02-15 17:00:00,2025-02-15 17:00:00,102920.0
Korea,2025-02-15 18:00:00,2025-02-15 18:00:00,115970.0
Korea,2025-02-15 19:00:00,2025-02-15 19:00:00,114960.0
Korea,2025-02-15 20:00:00,2025-02-15 20:00:00,107610.0
Korea,2025-02-15 21:00:00,2025-02-15 21:00:00,102760.0
Korea,2025-02-15 22:00:00,2025-02-15 22:00:00,102780.0
Korea,2025-02-15 23:00:00,2025-02-15 23:00:00,132480.0
Korea,2025-02-16 00:00:00,2025-02-16 00:00:00,99530.0
Korea,2025-02-16 01:00:00,2025-02-16 01:00:00,98590.0
Korea,2025-02-16 02:00:00,2025-02-16 02:00:00,97910.0
Korea,2025-02-16 03:00:00,2025-02-16 03:00:00,81800.0
Korea,2025-02-16 04:00:00,2025-02-16 04:00:00,81800.0
Korea,2025-02-16 05:00:00,2025-02-16 05:00:00,96480.0
Korea,2025-02-16 06:00:00,2025-02-16 06:00:00,97910.0
Korea,2025-02-16 07:00:00,2025-02-16 07:00:00,102940.0
Korea,2025-02-16 08:00:00,2025-02-16 08:00:00,103750.0
Korea,2025-02-16 09:00:00,2025-02-16 09:00:00,103500.0
Korea,2025-02-16 10:00:00,2025-02-16 10:00:00,103740.0
Korea,2025-02-16 11:00:00,2025-02-16 11:00:00,103740.0
Korea,2025-02-16 12:00:00,2025-02-16 12:00:00,103740.0
Korea,2025-02-16 13:00:00,2025-02-16 13:00:00,103740.0
Korea,2025-02-16 14:00:00,2025-02-16 14:00:00,105300.0
Korea,2025-02-16 15:00:00,2025-02-16 15:00:00,105350.0
Korea,2025-02-16 16:00:00,2025-02-16 16:00:00,103670.0
Korea,2025-02-16 17:00:00,2025-02-16 17:00:00,105390.0
Korea,2025-02-16 18:00:00,2025-02-16 18:00:00,133170.0
Korea,2025-02-16 19:00:00,2025-02-16 19:00:00,105550.0
Korea,2025-02-16 20:00:00,2025-02-16 20:00:00,103760.0
Korea,2025-02-16 21:00:00,2025-02-16 21:00:00,103760.0
Korea,2025-02-16 22:00:00,2025-02-16 22:00:00,103410.0
Korea,2025-02-16 23:00:00,2025-02-16 23:00:00,99980.0
Korea,2025-02-17 00:00:00,2025-02-17 00:00:00,123890.0
Korea,2025-02-17 01:00:00,2025-02-17 01:00:00,98610.0
Korea,2025-02-17 02:00:00,2025-02-17 02:00:00,97860.0
Korea,2025-02-17 03:00:00,2025-02-17 03:00:00,80890.0
Korea,2025-02-17 04:00:00,2025-02-17 04:00:00,98060.0
Korea,2025-02-17 05:00:00,2025-02-17 05:00:00,98220.0
Korea,2025-02-17 06:00:00,2025-02-17 06:00:00,102010.0
Korea,2025-02-17 07:00:00,2025-02-17 07:00:00,132800.0
Korea,2025-02-17 08:00:00,2025-02-17 08:00:00,132500.0
Korea,2025-02-17 09:00:00,2025-02-17 09:00:00,145900.0
Korea,2025-02-17 10:00:00,2025-02-17 10:00:00,151990.0
Korea,2025-02-17 11:00:00,2025-02-17 11:00:00,132560.0
Korea,2025-02-17 12:00:00,2025-02-17 12:00:00,130940.0
Korea,2025-02-17 13:00:00,2025-02-17 13:00:00,131730.0
Korea,2025-02-17 14:00:00,2025-02-17 14:00:00,131110.0
Korea,2025-02-17 15:00:00,2025-02-17 15:00:00,132150.0
Korea,2025-02-17 16:00:00,2025-02-17 16:00:00,132150.0
Korea,2025-02-17 17:00:00,2025-02-17 17:00:00,132150.0
Korea,2025-02-17 18:00:00,2025-02-17 18:00:00,130060.0
Korea,2025-02-17 19:00:00,2025-02-17 19:00:00,130790.0
Korea,2025-02-17 20:00:00,2025-02-17 20:00:00,130790.0
Korea,2025-02-17 21:00:00,2025-02-17 21:00:00,132480.0
Korea,2025-02-17 22:00:00,2025-02-17 22:00:00,132450.0
Korea,2025-02-17 23:00:00,2025-02-17 23:00:00,113870.0
Korea,2025-02-18 00:00:00,2025-02-18 00:00:00,122640.0
Korea,2025-02-18 01:00:00,2025-02-18 01:00:00,102150.0
Korea,2025-02-18 02:00:00,2025-02-18 02:00:00,98460.0
Korea,2025-02-18 03:00:00,2025-02-18 03:00:00,98460.0
Korea,2025-02-18 04:00:00,2025-02-18 04:00:00,98460.0
Korea,2025-02-18 05:00:00,2025-02-18 05:00:00,99510.0
Korea,2025-02-18 06:00:00,2025-02-18 06:00:00,113010.0
Korea,2025-02-18 07:00:00,2025-02-18 07:00:00,128930.0
Korea,2025-02-18 08:00:00,2025-02-18 08:00:00,143780.0
Korea,2025-02-18 09:00:00,2025-02-18 09:00:00,149480.0
Korea,2025-02-18 10:00:00,2025-02-18 10:00:00,145960.0
Korea,2025-02-18 11:00:00,2025-02-18 11:00:00,142190.0
Korea,2025-02-18 12:00:00,2025-02-18 12:00:00,131050.0
Korea,2025-02-18 13:00:00,2025-02-18 13:00:00,131050.0
Korea,2025-02-18 14:00:00,2025-02-18 14:00:00,131050.0
Korea,2025-02-18 15:00:00,2025-02-18 15:00:00,131050.0
Korea,2025-02-18 16:00:00,2025-02-18 16:00:00,131050.0
Korea,2025-02-18 17:00:00,2025-02-18 17:00:00,131050.0
Korea,2025-02-18 18:00:00,2025-02-18 18:00:00,130780.0
Korea,2025-02-18 19:00:00,2025-02-18 19:00:00,129980.0
Korea,2025-02-18 20:00:00,2025-02-18 20:00:00,129900.0
Korea,2025-02-18 21:00:00,2025-02-18 21:00:00,125250.0
Korea,2025-02-18 22:00:00,2025-02-18 22:00:00,125250.0
Korea,2025-02-18 23:00:00,2025-02-18 23:00:00,113940.0
Korea,2025-02-19 00:00:00,2025-02-19 00:00:00,107900.0
Korea,2025-02-19 01:00:00,2025-02-19 01:00:00,101770.0
Korea,2025-02-19 02:00:00,2025-02-19 02:00:00,98380.0
Korea,2025-02-19 03:00:00,2025-02-19 03:00:00,97930.0
Korea,2025-02-19 04:00:00,2025-02-19 04:00:00,98420.0
Korea,2025-02-19 05:00:00,2025-02-19 05:00:00,102350.0
Korea,2025-02-19 06:00:00,2025-02-19 06:00:00,113200.0
Korea,2025-02-19 07:00:00,2025-02-19 07:00:00,128690.0
Korea,2025-02-19 08:00:00,2025-02-19 08:00:00,137500.0
Korea,2025-02-19 09:00:00,2025-02-19 09:00:00,142090.0
Korea,2025-02-19 10:00:00,2025-02-19 10:00:00,157350.0
Korea,2025-02-19 11:00:00,2025-02-19 11:00:00,138320.0
Korea,2025-02-19 12:00:00,2025-02-19 12:00:00,133080.0
Korea,2025-02-19 13:00:00,2025-02-19 13:00:00,132790.0
Korea,2025-02-19 14:00:00,2025-02-19 14:00:00,132570.0
Korea,2025-02-19 15:00:00,2025-02-19 15:00:00,131000.0
Korea,2025-02-19 16:00:00,2025-02-19 16:00:00,140970.0
Korea,2025-02-19 17:00:00,2025-02-19 17:00:00,132550.0
Korea,2025-02-19 18:00:00,2025-02-19 18:00:00,130740.0
Korea,2025-02-19 19:00:00,2025-02-19 19:00:00,130780.0
Korea,2025-02-19 20:00:00,2025-02-19 20:00:00,129840.0
Korea,2025-02-19 21:00:00,2025-02-19 21:00:00,124910.0
Korea,2025-02-19 22:00:00,2025-02-19 22:00:00,128000.0
Korea,2025-02-19 23:00:00,2025-02-19 23:00:00,128370.0
Korea,2025-02-20 00:00:00,2025-02-20 00:00:00,113060.0
Korea,2025-02-20 01:00:00,2025-02-20 01:00:00,98680.0
Korea,2025-02-20 02:00:00,2025-02-20 02:00:00,97710.0
Korea,2025-02-20 03:00:00,2025-02-20 03:00:00,82540.0
Korea,2025-02-20 04:00:00,2025-02-20 04:00:00,83490.0
Korea,2025-02-20 05:00:00,2025-02-20 05:00:00,98780.0
Korea,2025-02-20 06:00:00,2025-02-20 06:00:00,113150.0
Korea,2025-02-20 07:00:00,2025-02-20 07:00:00,128790.0
Korea,2025-02-20 08:00:00,2025-02-20 08:00:00,134470.0
Korea,2025-02-20 09:00:00,2025-02-20 09:00:00,139700.0
Korea,2025-02-20 10:00:00,2025-02-20 10:00:00,159560.0
Korea,2025-02-20 11:00:00,2025-02-20 11:00:00,134450.0
Korea,2025-02-20 12:00:00,2025-02-20 12:00:00,134030.0
Korea,2025-02-20 13:00:00,2025-02-20 13:00:00,132820.0
Korea,2025-02-20 14:00:00,2025-02-20 14:00:00,130240.0
Korea,2025-02-20 15:00:00,2025-02-20 15:00:00,130240.0
Korea,2025-02-20 16:00:00,2025-02-20 16:00:00,132820.0
Korea,2025-02-20 17:00:00,2025-02-20 17:00:00,132820.0
Korea,2025-02-20 18:00:00,2025-02-20 18:00:00,132820.0
Korea,2025-02-20 19:00:00,2025-02-20 19:00:00,132820.0
Korea,2025-02-20 20:00:00,2025-02-20 20:00:00,126330.0
Korea,2025-02-20 21:00:00,2025-02-20 21:00:00,113880.0
Korea,2025-02-20 22:00:00,2025-02-20 22:00:00,113880.0
Korea,2025-02-20 23:00:00,2025-02-20 23:00:00,122750.0
Korea,2025-02-21 00:00:00,2025-02-21 00:00:00,107900.0
Korea,2025-02-21 01:00:00,2025-02-21 01:00:00,97980.0
Korea,2025-02-21 02:00:00,2025-02-21 02:00:00,102320.0
Korea,2025-02-21 03:00:00,2025-02-21 03:00:00,84330.0
Korea,2025-02-21 04:00:00,2025-02-21 04:00:00,101640.0
Korea,2025-02-21 05:00:00,2025-02-21 05:00:00,101910.0
Korea,2025-02-21 06:00:00,2025-02-21 06:00:00,107070.0
Korea,2025-02-21 07:00:00,2025-02-21 07:00:00,132800.0
Korea,2025-02-21 08:00:00,2025-02-21 08:00:00,138870.0
Korea,2025-02-21 09:00:00,2025-02-21 09:00:00,140850.0
Korea,2025-02-21 10:00:00,2025-02-21 10:00:00,155340.0
Korea,2025-02-21 11:00:00,2025-02-21 11:00:00,140380.0
Korea,2025-02-21 12:00:00,2025-02-21 12:00:00,132730.0
Korea,2025-02-21 13:00:00,2025-02-21 13:00:00,132810.0
Korea,2025-02-21 14:00:00,2025-02-21 14:00:00,132540.0
Korea,2025-02-21 15:00:00,2025-02-21 15:00:00,132810.0
Korea,2025-02-21 16:00:00,2025-02-21 16:00:00,132810.0
Korea,2025-02-21 17:00:00,2025-02-21 17:00:00,132810.0
Korea,2025-02-21 18:00:00,2025-02-21 18:00:00,132560.0
Korea,2025-02-21 19:00:00,2025-02-21 19:00:00,126310.0
Korea,2025-02-21 20:00:00,2025-02-21 20:00:00,113910.0
Korea,2025-02-21 21:00:00,2025-02-21 21:00:00,113670.0
Korea,2025-02-21 22:00:00,2025-02-21 22:00:00,113900.0
Korea,2025-02-21 23:00:00,2025-02-21 23:00:00,113900.0
Korea,2025-02-22 00:00:00,2025-02-22 00:00:00,108150.0
Korea,2025-02-22 01:00:00,2025-02-22 01:00:00,101480.0
Korea,2025-02-22 02:00:00,2025-02-22 02:00:00,102660.0
Korea,2025-02-22 03:00:00,2025-02-22 03:00:00,85120.0
Korea,2025-02-22 04:00:00,2025-02-22 04:00:00,85120.0
Korea,2025-02-22 05:00:00,2025-02-22 05:00:00,102420.0
Korea,2025-02-22 06:00:00,2025-02-22 06:00:00,106370.0
Korea,2025-02-22 07:00:00,2025-02-22 07:00:00,104780.0
Korea,2025-02-22 08:00:00,2025-02-22 08:00:00,103150.0
Korea,2025-02-22 09:00:00,2025-02-22 09:00:00,98050.0
Korea,2025-02-22 10:00:00,2025-02-22 10:00:00,110370.0
Korea,2025-02-22 11:00:00,2025-02-22 11:00:00,80290.0
Korea,2025-02-22 12:00:00,2025-02-22 12:00:00,72820.0
Korea,2025-02-22 13:00:00,2025-02-22 13:00:00,0.0
Korea,2025-02-22 14:00:00,2025-02-22 14:00:00,76150.0
Korea,2025-02-22 15:00:00,2025-02-22 15:00:00,79690.0
Korea,2025-02-22 16:00:00,2025-02-22 16:00:00,82460.0
Korea,2025-02-22 17:00:00,2025-02-22 17:00:00,97870.0
Korea,2025-02-22 18:00:00,2025-02-22 18:00:00,108440.0
Korea,2025-02-22 19:00:00,2025-02-22 19:00:00,108440.0
Korea,2025-02-22 20:00:00,2025-02-22 20:00:00,108440.0
Korea,2025-02-22 21:00:00,2025-02-22 21:00:00,108440.0
Korea,2025-02-22 22:00:00,2025-02-22 22:00:00,108440.0
Korea,2025-02-22 23:00:00,2025-02-22 23:00:00,108440.0
Korea,2025-02-23 00:00:00,2025-02-23 00:00:00,104960.0
Korea,2025-02-23 01:00:00,2025-02-23 01:00:00,86420.0
Korea,2025-02-23 02:00:00,2025-02-23 02:00:00,86390.0
Korea,2025-02-23 03:00:00,2025-02-23 03:00:00,84980.0
Korea,2025-02-23 04:00:00,2025-02-23 04:00:00,85830.0
Korea,2025-02-23 05:00:00,2025-02-23 05:00:00,86430.0
Korea,2025-02-23 06:00:00,2025-02-23 06:00:00,98400.0
Korea,2025-02-23 07:00:00,2025-02-23 07:00:00,97340.0
Korea,2025-02-23 08:00:00,2025-02-23 08:00:00,81850.0
Korea,2025-02-23 09:00:00,2025-02-23 09:00:00,79670.0
Korea,2025-02-23 10:00:00,2025-02-23 10:00:00,98310.0
Korea,2025-02-23 11:00:00,2025-02-23 11:00:00,72760.0
Korea,2025-02-23 12:00:00,2025-02-23 12:00:00,72760.0
Korea,2025-02-23 13:00:00,2025-02-23 13:00:00,6210.0
Korea,2025-02-23 14:00:00,2025-02-23 14:00:00,72760.0
Korea,2025-02-23 15:00:00,2025-02-23 15:00:00,72760.0
Korea,2025-02-23 16:00:00,2025-02-23 16:00:00,79670.0
Korea,2025-02-23 17:00:00,2025-02-23 17:00:00,96130.0
Korea,2025-02-23 18:00:00,2025-02-23 18:00:00,104960.0
Korea,2025-02-23 19:00:00,2025-02-23 19:00:00,104960.0
Korea,2025-02-23 20:00:00,2025-02-23 20:00:00,98270.0
Korea,2025-02-23 21:00:00,2025-02-23 21:00:00,104960.0
Korea,2025-02-23 22:00:00,2025-02-23 22:00:00,103970.0
Korea,2025-02-23 23:00:00,2025-02-23 23:00:00,104960.0
Korea,2025-02-24 00:00:00,2025-02-24 00:00:00,87210.0
Korea,2025-02-24 01:00:00,2025-02-24 01:00:00,80050.0
Korea,2025-02-24 02:00:00,2025-02-24 02:00:00,80050.0
Korea,2025-02-24 03:00:00,2025-02-24 03:00:00,80050.0
Korea,2025-02-24 04:00:00,2025-02-24 04:00:00,80050.0
Korea,2025-02-24 05:00:00,2025-02-24 05:00:00,81100.0
Korea,2025-02-24 06:00:00,2025-02-24 06:00:00,97630.0
Korea,2025-02-24 07:00:00,2025-02-24 07:00:00,114820.0
Korea,2025-02-24 08:00:00,2025-02-24 08:00:00,130830.0
Korea,2025-02-24 09:00:00,2025-02-24 09:00:00,145890.0
Korea,2025-02-24 10:00:00,2025-02-24 10:00:00,149460.0
Korea,2025-02-24 11:00:00,2025-02-24 11:00:00,132150.0
Korea,2025-02-24 12:00:00,2025-02-24 12:00:00,126280.0
Korea,2025-02-24 13:00:00,2025-02-24 13:00:00,126280.0
Korea,2025-02-24 14:00:00,2025-02-24 14:00:00,126280.0
Korea,2025-02-24 15:00:00,2025-02-24 15:00:00,132150.0
Korea,2025-02-24 16:00:00,2025-02-24 16:00:00,132150.0
Korea,2025-02-24 17:00:00,2025-02-24 17:00:00,132150.0
Korea,2025-02-24 18:00:00,2025-02-24 18:00:00,114310.0
Korea,2025-02-24 19:00:00,2025-02-24 19:00:00,114310.0
Korea,2025-02-24 20:00:00,2025-02-24 20:00:00,114310.0
Korea,2025-02-24 21:00:00,2025-02-24 21:00:00,113900.0
Korea,2025-02-24 22:00:00,2025-02-24 22:00:00,114310.0
Korea,2025-02-24 23:00:00,2025-02-24 23:00:00,113900.0
Korea,2025-02-25 00:00:00,2025-02-25 00:00:00,100230.0
Korea,2025-02-25 01:00:00,2025-02-25 01:00:00,85020.0
Korea,2025-02-25 02:00:00,2025-02-25 02:00:00,83600.0
Korea,2025-02-25 03:00:00,2025-02-25 03:00:00,82770.0
Korea,2025-02-25 04:00:00,2025-02-25 04:00:00,83600.0
Korea,2025-02-25 05:00:00,2025-02-25 05:00:00,85020.0
Korea,2025-02-25 06:00:00,2025-02-25 06:00:00,107900.0
Korea,2025-02-25 07:00:00,2025-02-25 07:00:00,107900.0
Korea,2025-02-25 08:00:00,2025-02-25 08:00:00,130790.0
Korea,2025-02-25 09:00:00,2025-02-25 09:00:00,130790.0
Korea,2025-02-25 10:00:00,2025-02-25 10:00:00,150780.0
Korea,2025-02-25 11:00:00,2025-02-25 11:00:00,142000.0
Korea,2025-02-25 12:00:00,2025-02-25 12:00:00,128400.0
Korea,2025-02-25 13:00:00,2025-02-25 13:00:00,128320.0
Korea,2025-02-25 14:00:00,2025-02-25 14:00:00,128320.0
Korea,2025-02-25 15:00:00,2025-02-25 15:00:00,128320.0
Korea,2025-02-25 16:00:00,2025-02-25 16:00:00,144440.0
Korea,2025-02-25 17:00:00,2025-02-25 17:00:00,130780.0
Korea,2025-02-25 18:00:00,2025-02-25 18:00:00,114940.0
Korea,2025-02-25 19:00:00,2025-02-25 19:00:00,114940.0
Korea,2025-02-25 20:00:00,2025-02-25 20:00:00,113000.0
Korea,2025-02-25 21:00:00,2025-02-25 21:00:00,109590.0
Korea,2025-02-25 22:00:00,2025-02-25 22:00:00,109590.0
Korea,2025-02-25 23:00:00,2025-02-25 23:00:00,109590.0
Korea,2025-02-26 00:00:00,2025-02-26 00:00:00,105070.0
Korea,2025-02-26 01:00:00,2025-02-26 01:00:00,97540.0
Korea,2025-02-26 02:00:00,2025-02-26 02:00:00,82100.0
Korea,2025-02-26 03:00:00,2025-02-26 03:00:00,82100.0
Korea,2025-02-26 04:00:00,2025-02-26 04:00:00,82100.0
Korea,2025-02-26 05:00:00,2025-02-26 05:00:00,87200.0
Korea,2025-02-26 06:00:00,2025-02-26 06:00:00,113350.0
Korea,2025-02-26 07:00:00,2025-02-26 07:00:00,113990.0
Korea,2025-02-26 08:00:00,2025-02-26 08:00:00,123710.0
Korea,2025-02-26 09:00:00,2025-02-26 09:00:00,130860.0
Korea,2025-02-26 10:00:00,2025-02-26 10:00:00,141240.0
Korea,2025-02-26 11:00:00,2025-02-26 11:00:00,130540.0
Korea,2025-02-26 12:00:00,2025-02-26 12:00:00,127290.0
Korea,2025-02-26 13:00:00,2025-02-26 13:00:00,128750.0
Korea,2025-02-26 14:00:00,2025-02-26 14:00:00,130110.0
Korea,2025-02-26 15:00:00,2025-02-26 15:00:00,128350.0
Korea,2025-02-26 16:00:00,2025-02-26 16:00:00,130790.0
Korea,2025-02-26 17:00:00,2025-02-26 17:00:00,126360.0
Korea,2025-02-26 18:00:00,2025-02-26 18:00:00,113980.0
Korea,2025-02-26 19:00:00,2025-02-26 19:00:00,113980.0
Korea,2025-02-26 20:00:00,2025-02-26 20:00:00,113980.0
Korea,2025-02-26 21:00:00,2025-02-26 21:00:00,113990.0
Korea,2025-02-26 22:00:00,2025-02-26 22:00:00,113990.0
Korea,2025-02-26 23:00:00,2025-02-26 23:00:00,114010.0
Korea,2025-02-27 00:00:00,2025-02-27 00:00:00,97370.0
Korea,2025-02-27 01:00:00,2025-02-27 01:00:00,88860.0
Korea,2025-02-27 02:00:00,2025-02-27 02:00:00,88860.0
Korea,2025-02-27 03:00:00,2025-02-27 03:00:00,88860.0
Korea,2025-02-27 04:00:00,2025-02-27 04:00:00,88860.0
Korea,2025-02-27 05:00:00,2025-02-27 05:00:00,98320.0
Korea,2025-02-27 06:00:00,2025-02-27 06:00:00,99280.0
Korea,2025-02-27 07:00:00,2025-02-27 07:00:00,113610.0
Korea,2025-02-27 08:00:00,2025-02-27 08:00:00,118960.0
Korea,2025-02-27 09:00:00,2025-02-27 09:00:00,118940.0
Korea,2025-02-27 10:00:00,2025-02-27 10:00:00,118910.0
Korea,2025-02-27 11:00:00,2025-02-27 11:00:00,117090.0
Korea,2025-02-27 12:00:00,2025-02-27 12:00:00,100230.0
Korea,2025-02-27 13:00:00,2025-02-27 13:00:00,102150.0
Korea,2025-02-27 14:00:00,2025-02-27 14:00:00,102320.0
Korea,2025-02-27 15:00:00,2025-02-27 15:00:00,112760.0
Korea,2025-02-27 16:00:00,2025-02-27 16:00:00,112760.0
Korea,2025-02-27 17:00:00,2025-02-27 17:00:00,113150.0
Korea,2025-02-27 18:00:00,2025-02-27 18:00:00,113340.0
Korea,2025-02-27 19:00:00,2025-02-27 19:00:00,113400.0
Korea,2025-02-27 20:00:00,2025-02-27 20:00:00,107640.0
Korea,2025-02-27 21:00:00,2025-02-27 21:00:00,107640.0
Korea,2025-02-27 22:00:00,2025-02-27 22:00:00,107640.0
Korea,2025-02-27 23:00:00,2025-02-27 23:00:00,107640.0
Korea,2025-02-28 00:00:00,2025-02-28 00:00:00,87200.0
Korea,2025-02-28 01:00:00,2025-02-28 01:00:00,81740.0
Korea,2025-02-28 02:00:00,2025-02-28 02:00:00,80530.0
Korea,2025-02-28 03:00:00,2025-02-28 03:00:00,80530.0
Korea,2025-02-28 04:00:00,2025-02-28 04:00:00,80530.0
Korea,2025-02-28 05:00:00,2025-02-28 05:00:00,80710.0
Korea,2025-02-28 06:00:00,2025-02-28 06:00:00,88120.0
Korea,2025-02-28 07:00:00,2025-02-28 07:00:00,99180.0
Korea,2025-02-28 08:00:00,2025-02-28 08:00:00,115690.0
Korea,2025-02-28 09:00:00,2025-02-28 09:00:00,131010.0
Korea,2025-02-28 10:00:00,2025-02-28 10:00:00,138690.0
Korea,2025-02-28 11:00:00,2025-02-28 11:00:00,130810.0
Korea,2025-02-28 12:00:00,2025-02-28 12:00:00,115630.0
Korea,2025-02-28 13:00:00,2025-02-28 13:00:00,115610.0
Korea,2025-02-28 14:00:00,2025-02-28 14:00:00,115610.0
Korea,2025-02-28 15:00:00,2025-02-28 15:00:00,115610.0
Korea,2025-02-28 16:00:00,2025-02-28 16:00:00,115600.0
Korea,2025-02-28 17:00:00,2025-02-28 17:00:00,113830.0
Korea,2025-02-28 18:00:00,2025-02-28 18:00:00,100140.0
Korea,2025-02-28 19:00:00,2025-02-28 19:00:00,100140.0
Korea,2025-02-28 20:00:00,2025-02-28 20:00:00,99200.0
Korea,2025-02-28 21:00:00,2025-02-28 21:00:00,95270.0
Korea,2025-02-28 22:00:00,2025-02-28 22:00:00,92540.0
Korea,2025-02-28 23:00:00,2025-02-28 23:00:00,92540.0
Korea,2025-03-01 00:00:00,2025-03-01 00:00:00,95610.0
Korea,2025-03-01 01:00:00,2025-03-01 01:00:00,86260.0
Korea,2025-03-01 02:00:00,2025-03-01 02:00:00,84330.0
Korea,2025-03-01 03:00:00,2025-03-01 03:00:00,81710.0
Korea,2025-03-01 04:00:00,2025-03-01 04:00:00,81710.0
Korea,2025-03-01 05:00:00,2025-03-01 05:00:00,81910.0
Korea,2025-03-01 06:00:00,2025-03-01 06:00:00,84330.0
Korea,2025-03-01 07:00:00,2025-03-01 07:00:00,84080.0
Korea,2025-03-01 08:00:00,2025-03-01 08:00:00,95600.0
Korea,2025-03-01 09:00:00,2025-03-01 09:00:00,99330.0
Korea,2025-03-01 10:00:00,2025-03-01 10:00:00,112340.0
Korea,2025-03-01 11:00:00,2025-03-01 11:00:00,99330.0
Korea,2025-03-01 12:00:00,2025-03-01 12:00:00,99330.0
Korea,2025-03-01 13:00:00,2025-03-01 13:00:00,99330.0
Korea,2025-03-01 14:00:00,2025-03-01 14:00:00,99330.0
Korea,2025-03-01 15:00:00,2025-03-01 15:00:00,99330.0
Korea,2025-03-01 16:00:00,2025-03-01 16:00:00,98400.0
Korea,2025-03-01 17:00:00,2025-03-01 17:00:00,95860.0
Korea,2025-03-01 18:00:00,2025-03-01 18:00:00,95910.0
